url,date,rawContent,place,likeCount
https://twitter.com/RonzV6/status/1657200683819442176,2023-05-13 01:46:46+00:00,@CelticsRiley 🍀🍀🍀🍀🍀🍀 #BleedGreen  since '01,,17
https://twitter.com/Celtics_4Lyfe/status/1657163117166485507,2023-05-12 23:17:30+00:00,Facebook is undefeated 😂😂 #BleedGreen  #believeinboston https://t.co/o5TKBFqVIh,,17
https://twitter.com/ShukriWrights/status/1657436579743375360,2023-05-13 17:24:08+00:00,"Tomorrow the #BleedGreen play in Game 7 at TD Garden vs #BrotherlyLove for the first time since…
#NHLBruins vs #TimeToHunt Game 7 on April 30th
Time to exorcise the recent demons of losing playoff series at TD Garden tomorrow.","Brookline, MA",17
https://twitter.com/DirtyBubbleBets/status/1657442520492589056,2023-05-13 17:47:45+00:00,"Mission Accomplished.

DirtyBubbleBets + Momma Bubble will be heading to the TD Garden tomorrow 🔥

No better time for my first ever live Celtics game than Game 7 in the playoffs 🤷‍♂️

I AM ABSOLUTELY FIRED UP RIGHT NOW

SEE YOU IN BOSTON TOMORROW 🫡

#NBAPlayoffs #BleedGreen https://t.co/c04riPlrUW",,17
https://twitter.com/celticsfansfr/status/1657356774469427202,2023-05-13 12:07:01+00:00,"Le Game 7 aura lieu demain à 21h30 💚☘️

Le LT sera bien entendu assuré et je lancerai un Space dès 21h !

#BeatPHILA #UnfinishedBusiness #BleedGreen https://t.co/6s79gQ8zuu",,16
https://twitter.com/SportsGrid/status/1657057033886072833,2023-05-12 16:15:58+00:00,"""You just gotta pray that you're guys make shots, because they had PLENTY open looks last night"" 🙏

@JoshReynolds24 joins @DavisMattek to preview Game 7 between the 𝟕𝟔𝐞𝐫𝐬 and 𝐂𝐞𝐥𝐭𝐢𝐜𝐬 on Sunday in the #NBAPlayoffs

Odds via @FDSportsbook 🔔

#BrotherlyLove #BleedGreen https://t.co/PlXCcbisN4",,16
https://twitter.com/Dennis_Celtics/status/1657375772334514176,2023-05-13 13:22:31+00:00,1 more win tomorrow and we advance to play the heat! Have a great Saturday everyone! Can’t wait for the game tomorrow at 3:30pm ☘️ #BleedGreen https://t.co/8kZ8BTBB4O,,16
https://twitter.com/DanKelley66/status/1657054538119929856,2023-05-12 16:06:03+00:00,"Tag a Celtics fan(s) who will be there on Sunday for Game 7 to make sure they make some noise! ☘️

@ocohen44 @joanneborzakian @CoreyB08 @DonnieWahlberg 
—
#BleedGreen https://t.co/ksKuuPOH6j",,15
https://twitter.com/fishy_wanda/status/1657374221964812288,2023-05-13 13:16:21+00:00,"What a fantastic win by @RaidersCanberra !
WOOHOO!
#BleedGreen #ForksUp 💚💚💚💚💚",,14
https://twitter.com/NBAReactz/status/1657429383315857410,2023-05-13 16:55:33+00:00,I’m now up to the 3700 follower mark. Going into game 7 vs the 6ers tomorrow id like to take the time to appreciate all of your support. Whether you believe in the cs or don’t believe in them. We all need to come together and bleed green for at least this one game. #BleedGreen,,13
https://twitter.com/lilbullthang/status/1657048910966444032,2023-05-12 15:43:41+00:00,This mom is a Celtics fan so wedoing whatever I want and that’s watching my favorite with my favorites  ☘️✨#BleedGreen #WingsForEverybody,"Ventura, CA",13
https://twitter.com/ShukriWrights/status/1657167735544053764,2023-05-12 23:35:51+00:00,Thoughts on #BleedGreen Game 7 on Sunday and Jayson Tatum’s 4th quarter performance last night vs #BrotherlyLove https://t.co/urj9V3ZQWT,"Boston, MA",12
https://twitter.com/CelticsPepito/status/1657359963193237506,2023-05-13 12:19:42+00:00,"ᴄᴇʟᴛɪᴄꜱ ɪɴ 7☘️☘️☘️☘️☘️☘️☘️
#BleedGreen #UnfinishedBusiness 
#Celticsin7 #BeatPHILA https://t.co/bqew99QZo2",,12
https://twitter.com/zaspany_34/status/1657282802591879168,2023-05-13 07:13:05+00:00,"Nie proszę Państwa, 21:30 to nie jest godzina dla Celtów. Od zawsze o takich porach grało się nam bardzo źle i dziwne. To historia pokazuje. Wierzyć zawsze trzeba. Belive in Boston! Celtics in 7🔥☘️ Mecz będzie na  📺 @CANALPLUS_SPORT 2. #BleedGreen #NBAPlayoffs #NBApl https://t.co/UNXCvkwtD5",,12
https://twitter.com/luca_saint/status/1657351607573512192,2023-05-13 11:46:30+00:00,"Game 7. 21:30 en 🇪🇸

Ganar o para casa. Esperan los Heat.

#BleedGreen #UnfinishedBusiness #RoadTo18☘️ #BeatPHILA",,11
https://twitter.com/zaspany_34/status/1657096885121736730,2023-05-12 18:54:19+00:00,"Kończy się urlop pierwszy w tym roku. Nerwy od #BleedGreen na pożytku dziennym. Mało snu w dni meczowe. I na sam koniec wolnego G7 może być grane o 2:00. Dla mnie to bez znaczenia. Wrócę do roboty zaspany jak zawsze. Liczy się jedno, belive in Celtics, win game 7☘️ #zaspanychef https://t.co/KptCeZ8SEF",,10
https://twitter.com/luca_saint/status/1657107545750740995,2023-05-12 19:36:41+00:00,"#BleedGreen 
#UnfinishedBusiness 
#RoadTo18☘️
#TrustInCeltics 
#BeatPHILA 

Para todos los que argumentan que hay uno de estos 2 AllNBA que está a disgusto. 😘💚 https://t.co/0CZdK5fuGW",,10
https://twitter.com/ShukriWrights/status/1657388144298278919,2023-05-13 14:11:41+00:00,Imagine if we actually get a #LakeShow vs #BleedGreen 2023 #NBA Finals?,"Brookline, MA",10
https://twitter.com/NESN/status/1657049270594273280,2023-05-12 15:45:07+00:00,"The Celtics are not done fighting for an NBA title just yet, and so, their series with the 76ers will now head back to Boston for Game 7.

@MereGorman | #Celtics | #BleedGreen | #NBA | https://t.co/XJsNz7Icyu https://t.co/osMRbbL1Sk",,10
https://twitter.com/Bethity23/status/1657476093761265666,2023-05-13 20:01:09+00:00,"Just discovered  a @Publix with cider on tap. Yet another reason it's the best grocery store. Cheers 🍻 (and yes, that's me in my Celtics shirt, they had better win game seven tomorrow! #BleedGreen ) https://t.co/NYsbLpKKTN",,9
https://twitter.com/momjaws60/status/1657486774455742464,2023-05-13 20:43:36+00:00,Hello Cs🍀fans and believers 🙏🏿! Look 👀 what arrived today! #BleedGreen 🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀🍀💚💚💚💚💚💚💚💚💚💚💚💚💚🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰🥰 https://t.co/0XAVKUFAc5,,9
https://twitter.com/CelticsPepito/status/1657440407159029760,2023-05-13 17:39:21+00:00,"#BleedGreen #UnfinishedBusiness 
#BelieveInBoston https://t.co/eg864FtHVt",,8
https://twitter.com/celticscurt/status/1657356505274802178,2023-05-13 12:05:57+00:00,Let’s be real yall. The Celtics aren’t losing 3 home games in a series. We good ☘️ #BleedGreen,,8
https://twitter.com/JohnRyanSports1/status/1657061767183204361,2023-05-12 16:34:46+00:00,"Will be joining the phenomenal @ESPNSyracuse hosts @SteveInfantiNC9 @pauliescibilia @JordanDCapozzi for today's show at 1:30 
Mountain of trends for Game 7 #BrotherlyLove vs #BleedGreen 
MLB situational betting system earning 55% ROI

https://t.co/UEP5SXV8WM",,8
https://twitter.com/WEEI/status/1657506155600678912,2023-05-13 22:00:37+00:00,"History favors Celtics ahead of Game 7, but will it matter? #BleedGreen https://t.co/tJMtW4jLU6 https://t.co/573Sur38bt",,8
https://twitter.com/PrinceBalo45/status/1657411156099620866,2023-05-13 15:43:07+00:00,#NuevaFotoDePerfil #BleedGreen https://t.co/Qj1L0jOGFb,,8
https://twitter.com/NbaLovver/status/1657219386841636866,2023-05-13 03:01:06+00:00,"Jayson Tatum é flagrado em boate cantando ""Another Love Versão Poze"" após vitória no jogo 7 e ruína do Warriors

Segue o vídeo:

#NBAnaESPN #BleedGreen #DubNation #LakeShow https://t.co/GInMs9ZtVN",,8
https://twitter.com/scaryterryKG5/status/1657193460711976963,2023-05-13 01:18:04+00:00,"自分のツイート見返して思ったのは、俺のツイートって長いな。読むの疲れそう。逆に存在感あって注目されやすいか？Twitterもこのアカしかないし、インスタもそんな使わないし、あんまソーシャルメディア使いこなす人間じゃないからな。

まぁつまりセルティックス優勝！！
#BleedGreen",,8
https://twitter.com/DroverAthletics/status/1657053573862297605,2023-05-12 16:02:13+00:00,"If you are traveling to see the Drovers play in Lewiston, be sure to visit the link below and check out Tournament Central on the LCSC website!⚾️

🔗: https://t.co/H4qj6AzK25

#DroverNation🐎 x #BleedGreen",,7
https://twitter.com/CelticsLead/status/1657043190816337921,2023-05-12 15:20:57+00:00,"Heart &amp; Soul.
Love &amp; Trust.
#BleedGreen",,7
https://twitter.com/Dennis_Celtics/status/1657086656195747850,2023-05-12 18:13:40+00:00,Would love to see @KevinGarnett5KG on our sidelines as an assistant coach or even as an advisor/mentor just for the Playoffs. This team could use KG in the huddles and locker room! His intensity &amp; mentality during these games is unmatched! My favorite PF of all time #BleedGreen,,7
https://twitter.com/Kelvin_Utd/status/1657211410319908870,2023-05-13 02:29:24+00:00,#BleedGreen https://t.co/X1N8EmZsi6,,7
https://twitter.com/StepbackAch1/status/1657430026281709568,2023-05-13 16:58:06+00:00,"@Fiizop Pls tweet ""let's ride #BleedGreen""",,7
https://twitter.com/HimFerriss/status/1657056536231911426,2023-05-12 16:13:59+00:00,If you’re a Celtics fan. Retweet and keep spreading the message #BleedGreen,,6
https://twitter.com/fritzglc/status/1657122928058683393,2023-05-12 20:37:48+00:00,"@celtics Let's go, Celtics! #UnfinishedBusiness 
#BelieveInBoston #AllAbout18 #BleedGreen #WayOfLife☘️🏀💚 https://t.co/k0oJaINlsH",,6
https://twitter.com/berbeluch_mm/status/1657280691069911041,2023-05-13 07:04:42+00:00,"Nasi zagrali z odpowiednia intensywnoscia, zatem i podcast PL Garden nie zwalnia tempa 😊 najnowszy odcinek czeka na odsluchanie!!! Serdecznie zapraszam i dziekuje za ewentualne podanie dalej 🙏💚☘️ #BleedGreen",,6
